# id	file_path	transparent_color_r	g	b
[TEXTURES]
10	Resources\Textures\Enemy\enemies1.png	3	26	100
20	Resources\Textures\Item\misc1.png	255	255	255
30	Resources\Textures\Enemy\enemy.png	255	255	255
40	Resources\Textures\Enemy\enemies.png	255	255	255
50	Resources\Textures\Enemy\enemies_custom_2.png	255	255	255
51	Resources\Textures\Enemy\enemies_custom.png	255	255	255

# id	left	top	width	height	texture_id
[SPRITES]

#GOOMBA
626	42006	100
# attack down right
627	42008	100

# ====== GREEN FIRE PIRANHA =====
# face up left
720	42011	200	42012	200
# face down left
721	42013	200	42014	200
# face up right
722	42015	200	42016	200
# face down right
723	42017	200	42018	200
# attack up left
724	42012	100
# attack down left
725	42014	100
# attack up right
726	42016	100
# attack down right
727	42018	100

#=====MONEY=====
901	90001	35	90002	35	90003	35	90004	35


# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GOOMBA
2	301	302	303	304	305	306	307	308	309

#KOOPA
3	201	202	203	204	211	212	213	214

# CBRICK
4	401	404
5	402
6	403

# MUSHROOM
11	501

#LEAF RED
12	601

#VENUS RED
13	701	702	703	703
#VENUS GREEN
14	704	705	706	706
#FIRE VENUS
15	710
#VENUS NO FIRE
17	711	711	711	711
#MONEY
18	901
#COIN
16	801
# RED FIRE PIRANHA
70	620	621	622	623	624	625	626	627
# GREEN FIRE PIRANHA
140	720	721	722	723	724	725	726	727
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas

# KOOPAS
#3	60	380	3	16	27

# GOOMBA
11	160	395	2	16	16	1
#11	270	390	2	16	16	2

# MUSHROOM
5	195	352	11	16	16

#LEAF RED
#6	192	352	12	16	16

#VENUS 
#7	360	330	70	16	32
#9	1864	330	140	16	32
#VENUS NO FIRE
8	1800	370	17	16	24
#FIRE VENUS
#9	344	330	15	8	8
#MONEY
12	180	352	18	8	14

#COIN
#10	70	360	16	14	16
10	1072	320	16	14	16
10	1104	288	16	14	16
10	1136	256	16	14	16
10	1168	224	16	14	16
10	1200	192	16	14	16
10	1328	80	16	14	16
10	1344	80	16	14	16
10	1360	80	16	14	16
10	1472	112	16	14	16
10	1488	112	16	14	16
10	1536	128	16	14	16
10	1552	128	16	14	16
10	1568	128	16	14	16
10	1584	128	16	14	16
10	1616	112	16	14	16
10	1632	112	16	14	16
10	1648	112	16	14	16
10	1664	112	16	14	16
10	1696	144	16	14	16
10	1728	112	16	14	16
10	1760	128	16	14	16
10	1808	96	16	14	16
10	1840	128	16	14	16

# CBRICK
4	176	352	4	16	16
4	192	352	4	16	16
4	224	304	4	16	16
4	240	304	4	16	16
4	416	320	4	16	16
4	656	384	4	16	16
4	704	352	4	16	16
4	1472	368	4	16	16
4	1440	128	4	16	16
4	1504	336	5	16	16
4	1520	336	5	16	16
4	1568	400	5	16	16
4	1584	400	5	16	16
4	1600	400	5	16	16
4	1600	384	5	16	16
4	1600	368	5	16	16
4	1584	384	5	16	16
4	1664	368	5	16	16
4	1664	384	5	16	16
4	1664	400	5	16	16
4	1680	384	5	16	16
4	1696	400	5	16	16
4	1680	400	5	16	16
4	1952	400	6	16	16
4	1968	400	6	16	16
4	1984	400	6	16	16
4	2000	400	6	16	16
4	2016	400	6	16	16
4	2032	400	6	16	16
4	2048	400	6	16	16
4	1968	384	6	16	16
4	1984	384	6	16	16
4	2000	384	6	16	16
4	2016	384	6	16	16
4	2032	384	6	16	16
4	1984	368	6	16	16
4	2000	368	6	16	16
4	2016	368	6	16	16
4	2032	368	6	16	16
4	2096	400	6	16	16
4	2112	400	6	16	16
4	2096	384	6	16	16
4	2256	368	5	16	16
4	2272	368	5	16	16
4	2256	304	5	16	16
4	2272	304	5	16	16

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	272	21	16	144
1	0	416	22	624	16
1	240	368	23	48	0
1	272	336	24	48	0
1	352	368	25	32	48
1	400	368	24	80	0
1	464	336	24	64	0
1	512	384	24	96	0
1	512	304	24	64	0
1	624	400	22	464	16
1	1152	416	22	352	16
1	1536	416	22	80	16
1	1664	416	22	576	16
1	2256	416	22	576	16
1	1264	384	22	112	0
1	1296	352	22	112	0
1	1328	320	22	112	0
1	1792	384	22	32	32
1	1856	368	22	32	48
1	2256	384	22	32	32
1	2256	112	22	32	208
1	2320	384	22	32	32
1	2144	368	22	48	0
1	2176	272	22	48	0
1	1312	144	22	64	0
1	1408	192	22	64	0
1	1488	176	22	208	0
#Gate
#2	700	400	1	200	300	0	1

[TILEMAP]
#tile id	file_texture	file_path	num row on tex	num col on tex	num row on tilemap	num col tilemap	tile size
1000	Resources\TileMap\1.png	Resources\TileMap\loadmap2.txt	27	176	27	176	16	16
